status,ticket_id,priority,source,topic,agent_group,agent_name,created_time,expected_sla_to_resolve,expected_sla_to_first response,first_response_time,sla_for_first response,resolution_time,sla_for_resolution,close_time,agent_interactions,survey_results,product_group,support_level,country,latitude,longitude
Open,TCKT-100515,High,Portal,Software Bug,IT Support,Agent 48,16-07-2024 02:07,16-07-2024 04:07,16-07-2024 02:37,16-07-2024 02:32,Met,16-07-2024 05:59,Breached,16-07-2024 04:00,3,Very Dissatisfied,Network,L1,Saudi Arabia,25.4054,54.9225
Closed,TCKT-100527,High,Chat,General Inquiry,IT Support,Agent 18,06-04-2024 09:28,06-04-2024 11:28,06-04-2024 09:58,06-04-2024 09:52,Met,06-04-2024 11:22,Met,06-04-2024 11:23,2,Dissatisfied,Hardware,L1,Saudi Arabia,24.0524,50.824
In Progress,TCKT-100532,Low,Chat,Access Request,IT Support,Agent 67,06-08-2024 17:30,06-08-2024 21:30,06-08-2024 18:30,06-08-2024 18:24,Met,06-08-2024 22:13,Breached,06-08-2024 21:16,2,Satisfied,Network,L3,Saudi Arabia,22.9706,54.5839
New,TCKT-100542,High,Portal,General Inquiry,IT Support,Agent 59,07-04-2024 16:53,07-04-2024 18:53,07-04-2024 17:23,07-04-2024 17:22,Met,07-04-2024 18:50,Met,07-04-2024 18:53,5,Satisfied,Hardware,L2,Saudi Arabia,24.95,54.0705
Open,TCKT-100550,Critical,Portal,Access Request,IT Support,Agent 55,19-06-2024 04:31,19-06-2024 05:31,19-06-2024 04:41,19-06-2024 04:36,Met,19-06-2024 05:30,Met,19-06-2024 05:33,1,Neutral,Hardware,L2,UAE,25.6705,55.9405
In Progress,TCKT-100554,Low,Chat,Network Issue,IT Support,Agent 19,23-07-2024 14:37,23-07-2024 18:37,23-07-2024 15:37,23-07-2024 15:33,Met,23-07-2024 18:23,Met,23-07-2024 18:28,4,Dissatisfied,Software,L2,Qatar,24.1915,54.427
Open,TCKT-100556,High,Chat,Software Bug,IT Support,Agent 66,28-06-2024 06:12,28-06-2024 08:12,28-06-2024 06:42,28-06-2024 06:36,Met,28-06-2024 08:09,Met,28-06-2024 08:10,4,Satisfied,Software,L3,Bahrain,25.8523,54.1567
Closed,TCKT-100557,Medium,Phone,Network Issue,IT Support,Agent 11,13-06-2024 18:52,13-06-2024 21:52,13-06-2024 19:37,13-06-2024 19:34,Met,13-06-2024 21:41,Met,13-06-2024 21:43,2,Dissatisfied,Cloud,L3,Oman,22.0344,52.6895
Closed,TCKT-100558,High,Chat,General Inquiry,IT Support,Agent 30,13-07-2024 04:26,13-07-2024 06:26,13-07-2024 04:56,13-07-2024 04:52,Met,13-07-2024 08:20,Breached,13-07-2024 06:21,4,Satisfied,Hardware,L3,Saudi Arabia,22.4009,53.9424
New,TCKT-100561,Critical,Chat,Hardware Failure,IT Support,Agent 57,20-05-2024 19:20,20-05-2024 20:20,20-05-2024 19:30,20-05-2024 19:23,Met,20-05-2024 20:09,Met,20-05-2024 20:11,2,Neutral,Software,L2,UAE,25.4198,50.5535
Closed,TCKT-100563,High,Email,Network Issue,IT Support,Agent 21,04-05-2024 14:32,04-05-2024 16:32,04-05-2024 15:02,04-05-2024 14:55,Met,04-05-2024 16:23,Met,04-05-2024 16:26,3,Very Satisfied,Hardware,L1,Bahrain,25.2019,55.4113
Open,TCKT-100564,High,Email,Access Request,IT Support,Agent 71,07-07-2024 08:40,07-07-2024 10:40,07-07-2024 09:10,07-07-2024 09:01,Met,07-07-2024 10:30,Met,07-07-2024 10:33,2,Satisfied,Network,L2,UAE,23.4885,54.0906
Closed,TCKT-100572,Critical,Email,Access Request,IT Support,Agent 28,07-07-2024 04:06,07-07-2024 05:06,07-07-2024 04:16,07-07-2024 04:07,Met,07-07-2024 04:48,Met,07-07-2024 04:53,5,Dissatisfied,Network,L3,Kuwait,25.298,52.7733
Closed,TCKT-100575,Low,Phone,Access Request,IT Support,Agent 23,05-05-2024 18:24,05-05-2024 22:24,05-05-2024 19:24,05-05-2024 19:19,Met,05-05-2024 22:11,Met,05-05-2024 22:14,3,Satisfied,Cloud,L2,Kuwait,24.1308,51.8812
Resolved,TCKT-100576,Low,Email,Access Request,IT Support,Agent 45,04-07-2024 14:33,04-07-2024 18:33,04-07-2024 15:33,04-07-2024 15:33,Met,04-07-2024 19:30,Breached,04-07-2024 18:35,2,Satisfied,Software,L1,Qatar,24.0206,50.5894
Resolved,TCKT-100580,Critical,Email,Software Bug,IT Support,Agent 24,24-06-2024 03:30,24-06-2024 04:30,24-06-2024 03:40,24-06-2024 03:40,Met,24-06-2024 04:10,Met,24-06-2024 04:10,5,Neutral,Hardware,L2,Qatar,23.7939,55.0222
Closed,TCKT-100582,Critical,Email,Hardware Failure,IT Support,Agent 8,09-06-2024 08:29,09-06-2024 09:29,09-06-2024 08:39,09-06-2024 08:39,Met,09-06-2024 09:14,Met,09-06-2024 09:17,5,Dissatisfied,Network,L2,Oman,23.0098,50.2776
In Progress,TCKT-100588,Low,Email,General Inquiry,IT Support,Agent 36,22-06-2024 03:25,22-06-2024 07:25,22-06-2024 04:25,22-06-2024 04:24,Met,22-06-2024 07:24,Met,22-06-2024 07:27,2,Satisfied,Network,L2,UAE,25.1984,52.2421
Closed,TCKT-100598,Low,Phone,Software Bug,IT Support,Agent 7,01-06-2024 08:02,01-06-2024 12:02,01-06-2024 09:02,01-06-2024 08:56,Met,01-06-2024 11:53,Met,01-06-2024 11:57,2,Very Satisfied,Software,L2,Oman,22.568,50.8677
Closed,TCKT-100599,High,Phone,General Inquiry,IT Support,Agent 77,20-07-2024 03:24,20-07-2024 05:24,20-07-2024 03:54,20-07-2024 03:47,Met,20-07-2024 05:16,Met,20-07-2024 05:20,4,Satisfied,Cloud,L2,Oman,25.0457,54.4177
New,TCKT-100600,High,Chat,Access Request,IT Support,Agent 48,04-04-2024 15:00,04-04-2024 17:00,04-04-2024 15:30,04-04-2024 15:24,Met,04-04-2024 18:56,Breached,04-04-2024 16:57,4,Satisfied,Software,L1,Saudi Arabia,24.9299,53.9644
New,TCKT-100602,Low,Portal,Access Request,IT Support,Agent 44,25-07-2024 09:52,25-07-2024 13:52,25-07-2024 10:52,25-07-2024 10:42,Met,25-07-2024 13:36,Met,25-07-2024 13:37,1,Neutral,Cloud,L1,Qatar,24.8675,50.045
In Progress,TCKT-100606,Critical,Email,Network Issue,IT Support,Agent 13,21-05-2024 07:57,21-05-2024 08:57,21-05-2024 08:07,21-05-2024 08:07,Met,21-05-2024 08:46,Met,21-05-2024 08:46,4,Very Satisfied,Cloud,L3,Qatar,22.8804,54.2884
Open,TCKT-100607,Low,Phone,Network Issue,IT Support,Agent 2,29-04-2024 13:57,29-04-2024 17:57,29-04-2024 14:57,29-04-2024 14:54,Met,29-04-2024 17:41,Met,29-04-2024 17:43,1,Satisfied,Software,L3,UAE,23.1406,50.2853
In Progress,TCKT-100609,Low,Phone,Access Request,IT Support,Agent 77,01-08-2024 11:26,01-08-2024 15:26,01-08-2024 12:26,01-08-2024 12:17,Met,01-08-2024 15:09,Met,01-08-2024 15:11,2,Neutral,Network,L1,Oman,22.0952,51.3822
Closed,TCKT-100615,Low,Phone,General Inquiry,IT Support,Agent 26,03-05-2024 21:07,04-05-2024 01:07,03-05-2024 22:07,03-05-2024 21:58,Met,04-05-2024 00:53,Met,04-05-2024 00:58,2,Satisfied,Software,L3,Oman,23.0735,52.2047
In Progress,TCKT-100618,Critical,Chat,General Inquiry,IT Support,Agent 21,28-07-2024 00:06,28-07-2024 01:06,28-07-2024 00:16,28-07-2024 00:14,Met,28-07-2024 03:46,Breached,28-07-2024 00:46,2,Neutral,Software,L3,Kuwait,25.186,51.7953
New,TCKT-100619,Medium,Portal,General Inquiry,IT Support,Agent 71,08-06-2024 16:35,08-06-2024 19:35,08-06-2024 17:20,08-06-2024 17:12,Met,08-06-2024 19:28,Met,08-06-2024 19:29,1,Neutral,Network,L3,Kuwait,24.266,55.1104
In Progress,TCKT-100627,Medium,Portal,Network Issue,IT Support,Agent 46,17-06-2024 21:05,18-06-2024 00:05,17-06-2024 21:50,17-06-2024 21:42,Met,17-06-2024 23:57,Met,17-06-2024 23:59,4,Satisfied,Network,L2,Saudi Arabia,22.3919,55.0506
New,TCKT-100635,Medium,Phone,General Inquiry,IT Support,Agent 27,19-06-2024 19:09,19-06-2024 22:09,19-06-2024 19:54,19-06-2024 19:44,Met,19-06-2024 22:07,Met,19-06-2024 22:10,2,Very Dissatisfied,Cloud,L2,Bahrain,25.0103,53.2842
In Progress,TCKT-100637,Critical,Phone,Access Request,IT Support,Agent 71,05-05-2024 20:53,05-05-2024 21:53,05-05-2024 21:03,05-05-2024 20:56,Met,05-05-2024 21:35,Met,05-05-2024 21:38,4,Satisfied,Cloud,L1,Saudi Arabia,23.2194,52.8407
Open,TCKT-100646,High,Email,General Inquiry,IT Support,Agent 44,29-07-2024 02:58,29-07-2024 04:58,29-07-2024 03:28,29-07-2024 03:22,Met,29-07-2024 04:47,Met,29-07-2024 04:52,3,Neutral,Network,L3,Qatar,24.208,53.8472
New,TCKT-100649,Medium,Email,General Inquiry,IT Support,Agent 80,06-04-2024 12:42,06-04-2024 15:42,06-04-2024 13:27,06-04-2024 13:27,Met,06-04-2024 15:30,Met,06-04-2024 15:31,5,Neutral,Hardware,L2,UAE,24.3894,52.2921
In Progress,TCKT-100652,Critical,Portal,General Inquiry,IT Support,Agent 11,05-05-2024 07:35,05-05-2024 08:35,05-05-2024 07:45,05-05-2024 07:40,Met,05-05-2024 08:25,Met,05-05-2024 08:25,4,Neutral,Hardware,L1,Kuwait,25.0172,55.6657
In Progress,TCKT-100653,High,Portal,General Inquiry,IT Support,Agent 42,31-05-2024 10:30,31-05-2024 12:30,31-05-2024 11:00,31-05-2024 10:50,Met,31-05-2024 12:27,Met,31-05-2024 12:32,4,Very Dissatisfied,Software,L2,Kuwait,25.0243,54.6354
New,TCKT-100654,Critical,Phone,General Inquiry,IT Support,Agent 56,05-08-2024 10:59,05-08-2024 11:59,05-08-2024 11:09,05-08-2024 11:06,Met,05-08-2024 14:57,Breached,05-08-2024 12:02,1,Dissatisfied,Hardware,L2,Qatar,25.7503,52.1318
New,TCKT-100657,High,Portal,Software Bug,IT Support,Agent 78,04-07-2024 20:18,04-07-2024 22:18,04-07-2024 20:48,04-07-2024 20:40,Met,05-07-2024 00:00,Breached,04-07-2024 22:05,1,Neutral,Cloud,L3,Oman,22.9167,52.7792
Closed,TCKT-100659,Low,Phone,Hardware Failure,IT Support,Agent 76,22-05-2024 00:09,22-05-2024 04:09,22-05-2024 01:09,22-05-2024 01:02,Met,22-05-2024 03:49,Met,22-05-2024 03:51,1,Neutral,Network,L2,Qatar,23.0256,51.0876
New,TCKT-100660,Medium,Email,Software Bug,IT Support,Agent 33,22-05-2024 20:33,22-05-2024 23:33,22-05-2024 21:18,22-05-2024 21:18,Met,22-05-2024 23:25,Met,22-05-2024 23:29,5,Neutral,Cloud,L2,Qatar,22.7849,54.5406
New,TCKT-100666,Low,Phone,Software Bug,IT Support,Agent 19,11-05-2024 20:47,12-05-2024 00:47,11-05-2024 21:47,11-05-2024 21:38,Met,12-05-2024 00:31,Met,12-05-2024 00:35,1,Satisfied,Cloud,L3,Oman,22.256,51.9573
Resolved,TCKT-100672,Medium,Chat,Network Issue,IT Support,Agent 13,30-05-2024 16:28,30-05-2024 19:28,30-05-2024 17:13,30-05-2024 17:04,Met,30-05-2024 20:49,Breached,30-05-2024 19:22,5,Dissatisfied,Cloud,L1,Oman,24.496,52.1016
In Progress,TCKT-100674,High,Phone,Access Request,IT Support,Agent 8,13-06-2024 09:38,13-06-2024 11:38,13-06-2024 10:08,13-06-2024 10:02,Met,13-06-2024 11:37,Met,13-06-2024 11:39,3,Satisfied,Software,L3,Oman,23.3211,53.6098
Open,TCKT-100680,Low,Portal,Access Request,IT Support,Agent 71,01-06-2024 16:30,01-06-2024 20:30,01-06-2024 17:30,01-06-2024 17:22,Met,01-06-2024 20:22,Met,01-06-2024 20:27,4,Very Dissatisfied,Cloud,L2,Oman,22.8518,55.6575
Closed,TCKT-100690,High,Email,Access Request,IT Support,Agent 14,18-05-2024 08:45,18-05-2024 10:45,18-05-2024 09:15,18-05-2024 09:15,Met,18-05-2024 10:25,Met,18-05-2024 10:25,4,Neutral,Software,L2,UAE,24.013,54.2284
Open,TCKT-100691,Low,Portal,Software Bug,IT Support,Agent 24,25-04-2024 05:12,25-04-2024 09:12,25-04-2024 06:12,25-04-2024 06:04,Met,25-04-2024 09:52,Breached,25-04-2024 08:57,1,Neutral,Software,L3,Bahrain,24.1169,54.0032
In Progress,TCKT-100700,Low,Phone,Hardware Failure,IT Support,Agent 59,03-07-2024 15:57,03-07-2024 19:57,03-07-2024 16:57,03-07-2024 16:48,Met,03-07-2024 19:41,Met,03-07-2024 19:44,1,Satisfied,Network,L3,Saudi Arabia,24.7549,50.1826
Closed,TCKT-100708,High,Portal,Hardware Failure,IT Support,Agent 33,24-07-2024 05:34,24-07-2024 07:34,24-07-2024 06:04,24-07-2024 05:54,Met,24-07-2024 07:22,Met,24-07-2024 07:25,4,Dissatisfied,Cloud,L1,Kuwait,22.5868,51.133
Resolved,TCKT-100710,Medium,Chat,Software Bug,IT Support,Agent 79,09-08-2024 16:46,09-08-2024 19:46,09-08-2024 17:31,09-08-2024 17:31,Met,09-08-2024 19:28,Met,09-08-2024 19:29,1,Neutral,Cloud,L2,Oman,22.3104,54.4244
Closed,TCKT-100730,High,Portal,General Inquiry,IT Support,Agent 65,11-04-2024 23:19,12-04-2024 01:19,11-04-2024 23:49,11-04-2024 23:46,Met,12-04-2024 03:14,Breached,12-04-2024 01:19,4,Neutral,Hardware,L1,Oman,23.8646,54.889
In Progress,TCKT-100731,Medium,Portal,Access Request,IT Support,Agent 5,10-04-2024 05:23,10-04-2024 08:23,10-04-2024 06:08,10-04-2024 06:04,Met,10-04-2024 08:23,Breached,10-04-2024 08:23,3,Satisfied,Hardware,L1,Qatar,22.9431,50.3974
In Progress,TCKT-100738,High,Chat,Access Request,IT Support,Agent 13,22-07-2024 05:07,22-07-2024 07:07,22-07-2024 05:37,22-07-2024 05:27,Met,22-07-2024 06:49,Met,22-07-2024 06:54,1,Satisfied,Cloud,L3,Saudi Arabia,23.6922,51.4131
New,TCKT-100742,High,Chat,Network Issue,IT Support,Agent 73,24-06-2024 02:09,24-06-2024 04:09,24-06-2024 02:39,24-06-2024 02:38,Met,24-06-2024 04:09,Breached,24-06-2024 04:10,3,Neutral,Cloud,L1,Kuwait,22.1269,53.04
In Progress,TCKT-100753,Medium,Portal,Software Bug,IT Support,Agent 51,17-06-2024 03:03,17-06-2024 06:03,17-06-2024 03:48,17-06-2024 03:48,Met,17-06-2024 05:59,Met,17-06-2024 06:02,1,Very Dissatisfied,Hardware,L2,Bahrain,22.269,55.0228
In Progress,TCKT-100755,Low,Email,Access Request,IT Support,Agent 65,06-07-2024 17:32,06-07-2024 21:32,06-07-2024 18:32,06-07-2024 18:25,Met,06-07-2024 21:26,Met,06-07-2024 21:30,2,Neutral,Hardware,L1,Oman,25.408,52.1087
Resolved,TCKT-100761,High,Email,Access Request,IT Support,Agent 22,28-07-2024 15:59,28-07-2024 17:59,28-07-2024 16:29,28-07-2024 16:21,Met,28-07-2024 17:46,Met,28-07-2024 17:51,4,Dissatisfied,Hardware,L3,Kuwait,22.9091,55.9508
Open,TCKT-100772,Critical,Portal,General Inquiry,IT Support,Agent 42,14-06-2024 14:58,14-06-2024 15:58,14-06-2024 15:08,14-06-2024 15:07,Met,14-06-2024 15:52,Met,14-06-2024 15:57,3,Very Dissatisfied,Network,L3,Saudi Arabia,22.5325,51.8206
In Progress,TCKT-100778,Low,Phone,Access Request,IT Support,Agent 71,23-07-2024 17:06,23-07-2024 21:06,23-07-2024 18:06,23-07-2024 18:03,Met,23-07-2024 21:52,Breached,23-07-2024 20:54,4,Neutral,Cloud,L3,Bahrain,23.8093,52.9455
Closed,TCKT-100782,High,Chat,Software Bug,IT Support,Agent 53,16-07-2024 21:07,16-07-2024 23:07,16-07-2024 21:37,16-07-2024 21:31,Met,16-07-2024 22:50,Met,16-07-2024 22:52,3,Dissatisfied,Cloud,L2,Saudi Arabia,25.9786,51.153
Closed,TCKT-100783,Low,Chat,Hardware Failure,IT Support,Agent 60,25-06-2024 14:53,25-06-2024 18:53,25-06-2024 15:53,25-06-2024 15:48,Met,25-06-2024 18:47,Met,25-06-2024 18:52,2,Neutral,Hardware,L3,Saudi Arabia,24.7232,54.6815
Resolved,TCKT-100791,Medium,Chat,Access Request,IT Support,Agent 36,02-05-2024 17:02,02-05-2024 20:02,02-05-2024 17:47,02-05-2024 17:37,Met,02-05-2024 19:45,Met,02-05-2024 19:48,5,Satisfied,Network,L2,Saudi Arabia,24.798,54.6911
Closed,TCKT-100804,High,Phone,General Inquiry,IT Support,Agent 39,10-07-2024 19:20,10-07-2024 21:20,10-07-2024 19:50,10-07-2024 19:40,Met,10-07-2024 23:18,Breached,10-07-2024 21:23,4,Neutral,Cloud,L3,Oman,22.437,55.0461
Closed,TCKT-100815,Medium,Portal,Access Request,IT Support,Agent 63,02-05-2024 21:56,03-05-2024 00:56,02-05-2024 22:41,02-05-2024 22:39,Met,03-05-2024 00:37,Met,03-05-2024 00:37,5,Neutral,Hardware,L2,Oman,22.635,54.1895
In Progress,TCKT-100820,High,Phone,Access Request,IT Support,Agent 80,15-07-2024 10:03,15-07-2024 12:03,15-07-2024 10:33,15-07-2024 10:33,Met,15-07-2024 12:00,Met,15-07-2024 12:01,4,Neutral,Network,L1,Oman,24.3774,51.6167
Open,TCKT-100824,Medium,Phone,Software Bug,IT Support,Agent 65,01-05-2024 20:28,01-05-2024 23:28,01-05-2024 21:13,01-05-2024 21:13,Met,01-05-2024 23:25,Met,01-05-2024 23:28,3,Neutral,Network,L1,Bahrain,23.7817,51.6343
In Progress,TCKT-100826,Medium,Chat,Hardware Failure,IT Support,Agent 16,21-04-2024 10:33,21-04-2024 13:33,21-04-2024 11:18,21-04-2024 11:15,Met,21-04-2024 13:24,Met,21-04-2024 13:25,4,Neutral,Hardware,L1,Kuwait,24.8489,52.7419
Resolved,TCKT-100829,Critical,Email,Software Bug,IT Support,Agent 55,06-05-2024 06:13,06-05-2024 07:13,06-05-2024 06:23,06-05-2024 06:21,Met,06-05-2024 10:03,Breached,06-05-2024 07:03,2,Neutral,Software,L3,Bahrain,25.2592,50.95
New,TCKT-100837,Low,Chat,Network Issue,IT Support,Agent 15,07-06-2024 20:51,08-06-2024 00:51,07-06-2024 21:51,07-06-2024 21:44,Met,08-06-2024 00:49,Met,08-06-2024 00:50,4,Neutral,Cloud,L1,Qatar,23.9683,51.9208
New,TCKT-100841,Medium,Email,Access Request,IT Support,Agent 38,25-06-2024 07:46,25-06-2024 10:46,25-06-2024 08:31,25-06-2024 08:22,Met,25-06-2024 10:40,Met,25-06-2024 10:44,5,Neutral,Hardware,L3,Bahrain,24.6698,50.622
In Progress,TCKT-100848,Low,Chat,Access Request,IT Support,Agent 1,09-07-2024 23:25,10-07-2024 03:25,10-07-2024 00:25,10-07-2024 00:25,Met,10-07-2024 04:09,Breached,10-07-2024 03:14,5,Neutral,Software,L3,Kuwait,25.3962,53.2627
Resolved,TCKT-100851,High,Portal,General Inquiry,IT Support,Agent 35,01-05-2024 05:38,01-05-2024 07:38,01-05-2024 06:08,01-05-2024 06:06,Met,01-05-2024 07:30,Met,01-05-2024 07:30,5,Satisfied,Cloud,L1,Kuwait,24.9021,55.4814
Closed,TCKT-100865,Medium,Chat,Network Issue,IT Support,Agent 71,08-07-2024 00:15,08-07-2024 03:15,08-07-2024 01:00,08-07-2024 01:00,Met,08-07-2024 04:28,Breached,08-07-2024 02:58,2,Neutral,Cloud,L1,Bahrain,23.256,52.7766
Closed,TCKT-100866,High,Chat,Hardware Failure,IT Support,Agent 49,02-06-2024 05:51,02-06-2024 07:51,02-06-2024 06:21,02-06-2024 06:20,Met,02-06-2024 07:39,Met,02-06-2024 07:40,2,Satisfied,Network,L2,UAE,25.8832,51.9678
Open,TCKT-100869,High,Email,General Inquiry,IT Support,Agent 64,20-05-2024 20:27,20-05-2024 22:27,20-05-2024 20:57,20-05-2024 20:47,Met,21-05-2024 00:10,Breached,20-05-2024 22:11,2,Very Dissatisfied,Cloud,L3,Qatar,25.434,55.5089
In Progress,TCKT-100876,High,Portal,Software Bug,IT Support,Agent 61,18-04-2024 07:16,18-04-2024 09:16,18-04-2024 07:46,18-04-2024 07:43,Met,18-04-2024 09:04,Met,18-04-2024 09:09,3,Very Satisfied,Software,L2,Saudi Arabia,22.6526,51.8989
Closed,TCKT-100877,Medium,Portal,Access Request,IT Support,Agent 67,06-06-2024 04:11,06-06-2024 07:11,06-06-2024 04:56,06-06-2024 04:50,Met,06-06-2024 07:11,Breached,06-06-2024 07:15,2,Very Satisfied,Software,L3,Qatar,25.006,50.6907
Resolved,TCKT-100884,Low,Phone,Hardware Failure,IT Support,Agent 34,13-06-2024 05:58,13-06-2024 09:58,13-06-2024 06:58,13-06-2024 06:54,Met,13-06-2024 09:58,Breached,13-06-2024 09:59,5,Neutral,Hardware,L2,Qatar,25.1326,55.4177
New,TCKT-100891,High,Portal,Network Issue,IT Support,Agent 46,02-07-2024 03:23,02-07-2024 05:23,02-07-2024 03:53,02-07-2024 03:52,Met,02-07-2024 07:16,Breached,02-07-2024 05:19,3,Very Satisfied,Network,L2,Kuwait,25.0675,54.8325
Resolved,TCKT-100892,Medium,Chat,Access Request,IT Support,Agent 63,16-04-2024 02:25,16-04-2024 05:25,16-04-2024 03:10,16-04-2024 03:04,Met,16-04-2024 05:20,Met,16-04-2024 05:23,2,Neutral,Software,L3,UAE,22.8013,55.1794
Resolved,TCKT-100898,Low,Portal,General Inquiry,IT Support,Agent 12,21-04-2024 08:20,21-04-2024 12:20,21-04-2024 09:20,21-04-2024 09:17,Met,21-04-2024 12:04,Met,21-04-2024 12:04,5,Satisfied,Hardware,L3,UAE,24.4387,52.6372
New,TCKT-100899,Medium,Phone,Access Request,IT Support,Agent 32,01-08-2024 18:05,01-08-2024 21:05,01-08-2024 18:50,01-08-2024 18:50,Met,01-08-2024 20:57,Met,01-08-2024 20:57,3,Neutral,Hardware,L2,Saudi Arabia,25.5782,54.8151
Closed,TCKT-100900,High,Chat,Hardware Failure,IT Support,Agent 47,22-04-2024 00:50,22-04-2024 02:50,22-04-2024 01:20,22-04-2024 01:12,Met,22-04-2024 04:39,Breached,22-04-2024 02:40,4,Neutral,Hardware,L3,Qatar,22.7267,55.8557
In Progress,TCKT-100901,High,Email,Access Request,IT Support,Agent 43,26-05-2024 07:59,26-05-2024 09:59,26-05-2024 08:29,26-05-2024 08:20,Met,26-05-2024 09:41,Met,26-05-2024 09:41,3,Satisfied,Network,L1,Oman,24.51,52.9591
Closed,TCKT-100913,High,Email,Access Request,IT Support,Agent 26,25-04-2024 06:36,25-04-2024 08:36,25-04-2024 07:06,25-04-2024 07:03,Met,25-04-2024 08:36,Breached,25-04-2024 08:39,4,Very Satisfied,Network,L3,Saudi Arabia,22.9961,51.3725
In Progress,TCKT-100935,High,Portal,Hardware Failure,IT Support,Agent 80,10-04-2024 14:46,10-04-2024 16:46,10-04-2024 15:16,10-04-2024 15:07,Met,10-04-2024 16:43,Met,10-04-2024 16:46,2,Satisfied,Software,L1,Bahrain,25.4346,53.1063
In Progress,TCKT-100938,High,Portal,Software Bug,IT Support,Agent 16,10-04-2024 20:17,10-04-2024 22:17,10-04-2024 20:47,10-04-2024 20:42,Met,11-04-2024 00:10,Breached,10-04-2024 22:10,4,Satisfied,Cloud,L3,Saudi Arabia,25.2438,53.6342
New,TCKT-100943,High,Phone,General Inquiry,IT Support,Agent 11,12-04-2024 07:34,12-04-2024 09:34,12-04-2024 08:04,12-04-2024 08:03,Met,12-04-2024 09:16,Met,12-04-2024 09:17,2,Dissatisfied,Cloud,L3,Saudi Arabia,23.5797,55.7346
New,TCKT-100946,Low,Email,Hardware Failure,IT Support,Agent 19,08-08-2024 12:35,08-08-2024 16:35,08-08-2024 13:35,08-08-2024 13:35,Met,08-08-2024 17:30,Breached,08-08-2024 16:31,3,Dissatisfied,Software,L1,Bahrain,24.0305,52.7225
Open,TCKT-100947,Critical,Chat,Software Bug,IT Support,Agent 28,14-07-2024 10:03,14-07-2024 11:03,14-07-2024 10:13,14-07-2024 10:08,Met,14-07-2024 10:51,Met,14-07-2024 10:53,2,Satisfied,Software,L2,Saudi Arabia,24.183,53.7964
New,TCKT-100950,Low,Phone,Access Request,IT Support,Agent 79,23-06-2024 02:39,23-06-2024 06:39,23-06-2024 03:39,23-06-2024 03:39,Met,23-06-2024 06:37,Met,23-06-2024 06:42,2,Neutral,Cloud,L1,Qatar,24.6746,50.1734
Open,TCKT-100958,Low,Portal,General Inquiry,IT Support,Agent 33,25-05-2024 23:05,26-05-2024 03:05,26-05-2024 00:05,26-05-2024 00:02,Met,26-05-2024 02:54,Met,26-05-2024 02:59,1,Very Satisfied,Cloud,L3,Kuwait,25.8791,55.706
In Progress,TCKT-100962,Low,Chat,Hardware Failure,IT Support,Agent 35,29-05-2024 18:54,29-05-2024 22:54,29-05-2024 19:54,29-05-2024 19:52,Met,29-05-2024 22:38,Met,29-05-2024 22:40,3,Neutral,Software,L3,Qatar,24.7816,53.767
In Progress,TCKT-100965,Medium,Email,Access Request,IT Support,Agent 58,20-04-2024 16:21,20-04-2024 19:21,20-04-2024 17:06,20-04-2024 17:02,Met,20-04-2024 19:17,Met,20-04-2024 19:17,2,Satisfied,Software,L3,Kuwait,23.3323,54.6286
Resolved,TCKT-100966,Critical,Chat,General Inquiry,IT Support,Agent 69,11-08-2024 06:34,11-08-2024 07:34,11-08-2024 06:44,11-08-2024 06:40,Met,11-08-2024 10:25,Breached,11-08-2024 07:27,2,Satisfied,Hardware,L2,Kuwait,22.6057,52.639
Resolved,TCKT-100975,High,Portal,General Inquiry,IT Support,Agent 27,28-04-2024 14:03,28-04-2024 16:03,28-04-2024 14:33,28-04-2024 14:24,Met,28-04-2024 15:49,Met,28-04-2024 15:49,1,Very Dissatisfied,Network,L2,Bahrain,25.3042,50.2808
In Progress,TCKT-100988,Critical,Portal,Hardware Failure,IT Support,Agent 74,18-05-2024 00:20,18-05-2024 01:20,18-05-2024 00:30,18-05-2024 00:23,Met,18-05-2024 01:05,Met,18-05-2024 01:10,3,Neutral,Cloud,L3,Oman,23.3332,51.5891
New,TCKT-100995,Medium,Phone,Network Issue,IT Support,Agent 12,10-04-2024 15:01,10-04-2024 18:01,10-04-2024 15:46,10-04-2024 15:41,Met,10-04-2024 19:28,Breached,10-04-2024 17:58,3,Dissatisfied,Software,L3,Saudi Arabia,25.5129,51.8784
New,TCKT-101005,Medium,Phone,Network Issue,IT Support,Agent 34,12-06-2024 05:45,12-06-2024 08:45,12-06-2024 06:30,12-06-2024 06:27,Met,12-06-2024 08:28,Met,12-06-2024 08:31,2,Satisfied,Network,L3,UAE,24.2487,51.2199
Open,TCKT-101014,High,Phone,Network Issue,IT Support,Agent 23,15-06-2024 13:39,15-06-2024 15:39,15-06-2024 14:09,15-06-2024 14:02,Met,15-06-2024 15:33,Met,15-06-2024 15:35,5,Satisfied,Network,L1,Oman,22.1138,52.6861
Closed,TCKT-101025,Medium,Portal,Software Bug,IT Support,Agent 61,27-05-2024 13:53,27-05-2024 16:53,27-05-2024 14:38,27-05-2024 14:37,Met,27-05-2024 16:33,Met,27-05-2024 16:34,4,Very Satisfied,Network,L3,UAE,23.4821,51.1909
